,0.0_f1-score,0.0_precision,0.0_recall,0.0_support,0_f1-score,0_precision,0_recall,0_support,1.0_f1-score,1.0_precision,1.0_recall,1.0_support,1_f1-score,1_precision,1_recall,1_support,auroc,best_profit,best_profit_ration,best_threshold,f1_score,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,model_type,params,precision,recall,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support
0,0.9041095890410958,0.825,1.0,33.0,,,,,0.0,0.0,0.0,7.0,,,,,0.7792207792207793,0,0.0,0.025,0.0,0.4520547945205479,0.4125,0.5,40,0.825,0.825,0.825,40,grid_search_MLP,"{'mlpc__hidden_layer_sizes': 3, 'mlpc__learning_rate_init': 0.01}",0.0,0.0,0.7458904109589041,0.6806249999999999,0.825,40
0,0.9014084507042254,0.8421052631578947,0.9696969696969697,33.0,,,,,0.22222222222222224,0.5,0.14285714285714285,7.0,,,,,0.5043290043290043,5,0.08928571428571429,0.47500000000000003,0.22222222222222224,0.5618153364632238,0.6710526315789473,0.5562770562770563,40,0.825,0.825,0.825,40,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 6, 'dt__max_features': 7, 'dt__min_samples_split': 30}",0.5,0.14285714285714285,0.7825508607198748,0.7822368421052631,0.825,40
0,0.9032258064516129,0.9655172413793104,0.8484848484848485,33.0,,,,,0.6666666666666665,0.5454545454545454,0.8571428571428571,7.0,,,,,0.8268398268398269,33,0.5892857142857143,0.275,0.6666666666666665,0.7849462365591398,0.755485893416928,0.8528138528138528,40,0.85,0.85,0.85,40,naive_bayes,{'nb__alpha': 0},0.5454545454545454,0.8571428571428571,0.8618279569892472,0.8920062695924764,0.85,40
0,0.9295774647887324,0.868421052631579,1.0,33.0,,,,,0.4444444444444445,1.0,0.2857142857142857,7.0,,,,,0.7056277056277056,16,0.2857142857142857,0.65,0.4444444444444445,0.6870109546165885,0.9342105263157895,0.6428571428571428,40,0.875,0.875,0.875,40,logistic_regression,"{'lr__C': 4.281332398719396, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",1.0,0.2857142857142857,0.844679186228482,0.8914473684210528,0.875,40
0,0.9142857142857143,0.8648648648648649,0.9696969696969697,33.0,,,,,0.4,0.6666666666666666,0.2857142857142857,7.0,,,,,0.7402597402597402,13,0.23214285714285715,0.15000000000000002,0.4,0.6571428571428571,0.7657657657657657,0.6277056277056277,40,0.85,0.85,0.85,40,xgboost,,0.6666666666666666,0.2857142857142857,0.8242857142857142,0.8301801801801801,0.85,40
0,0.9295774647887324,0.868421052631579,1.0,33.0,,,,,0.4444444444444445,1.0,0.2857142857142857,7.0,,,,,0.658008658008658,16,0.2857142857142857,0.5,0.4444444444444445,0.6870109546165885,0.9342105263157895,0.6428571428571428,40,0.875,0.875,0.875,40,adaboost,,1.0,0.2857142857142857,0.844679186228482,0.8914473684210528,0.875,40
0,0.9041095890410958,0.825,1.0,33.0,,,,,0.0,0.0,0.0,7.0,,,,,0.5584415584415584,0,0.0,0.55,0.0,0.4520547945205479,0.4125,0.5,40,0.825,0.825,0.825,40,gradientboost,,0.0,0.0,0.7458904109589041,0.6806249999999999,0.825,40
0,0.8135593220338984,0.9230769230769231,0.7272727272727273,33.0,,,,,0.4761904761904762,0.35714285714285715,0.7142857142857143,7.0,,,,,0.8008658008658007,13,0.23214285714285715,0.1,0.4761904761904762,0.6448748991121873,0.6401098901098902,0.7207792207792207,40,0.7250000000000001,0.725,0.725,40,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.35714285714285715,0.7142857142857143,0.7545197740112994,0.8240384615384617,0.725,40
0,0.9615384615384615,0.9259259259259259,1.0,50.0,,,,,0.0,0.0,0.0,4.0,,,,,0.495,0,0.0,0.025,0.0,0.4807692307692307,0.46296296296296297,0.5,54,0.9259259259259259,0.9259259259259259,0.9259259259259259,54,grid_search_MLP,"{'mlpc__hidden_layer_sizes': 3, 'mlpc__learning_rate_init': 0.01}",0.0,0.0,0.8903133903133903,0.8573388203017833,0.9259259259259259,54
0,0.9615384615384615,0.9259259259259259,1.0,50.0,,,,,0.0,0.0,0.0,4.0,,,,,0.645,0,0.0,0.775,0.0,0.4807692307692307,0.46296296296296297,0.5,54,0.9259259259259259,0.9259259259259259,0.9259259259259259,54,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 6, 'dt__max_features': 7, 'dt__min_samples_split': 30}",0.0,0.0,0.8903133903133903,0.8573388203017833,0.9259259259259259,54
0,0.9607843137254902,0.9423076923076923,0.98,50.0,,,,,0.3333333333333333,0.5,0.25,4.0,,,,,0.845,5,0.15625,0.9750000000000001,0.3333333333333333,0.6470588235294118,0.7211538461538461,0.615,54,0.9259259259259259,0.9259259259259259,0.9259259259259259,54,naive_bayes,{'nb__alpha': 0},0.5,0.25,0.9143064633260712,0.9095441595441595,0.9259259259259259,54
0,0.9591836734693877,0.9791666666666666,0.94,50.0,,,,,0.6,0.5,0.75,4.0,,,,,0.765,15,0.46875,0.30000000000000004,0.6,0.7795918367346939,0.7395833333333333,0.845,54,0.9259259259259259,0.9259259259259259,0.9259259259259259,54,logistic_regression,"{'lr__C': 4.281332398719396, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.5,0.75,0.9325774754346182,0.9436728395061728,0.9259259259259259,54
0,0.9148936170212766,0.9772727272727273,0.86,50.0,,,,,0.4285714285714285,0.3,0.75,4.0,,,,,0.735,3,0.09375,0.07500000000000001,0.4285714285714285,0.6717325227963525,0.6386363636363637,0.8049999999999999,54,0.8518518518518519,0.8518518518518519,0.8518518518518519,54,xgboost,,0.3,0.75,0.8788697512101767,0.9271043771043772,0.8518518518518519,54
0,0.9615384615384615,0.9259259259259259,1.0,50.0,,,,,0.0,0.0,0.0,4.0,,,,,0.485,0,0.0,0.525,0.0,0.4807692307692307,0.46296296296296297,0.5,54,0.9259259259259259,0.9259259259259259,0.9259259259259259,54,adaboost,,0.0,0.0,0.8903133903133903,0.8573388203017833,0.9259259259259259,54
0,0.970873786407767,0.9433962264150944,1.0,50.0,,,,,0.4,1.0,0.25,4.0,,,,,0.55,8,0.25,0.275,0.4,0.6854368932038835,0.9716981132075472,0.625,54,0.9444444444444444,0.9444444444444444,0.9444444444444444,54,gradientboost,,1.0,0.25,0.928586839266451,0.9475890985324947,0.9444444444444444,54
0,0.9702970297029702,0.9607843137254902,0.98,50.0,,,,,0.5714285714285715,0.6666666666666666,0.5,4.0,,,,,0.865,13,0.40625,0.42500000000000004,0.5714285714285715,0.7708628005657708,0.8137254901960784,0.74,54,0.9444444444444444,0.9444444444444444,0.9444444444444444,54,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.6666666666666666,0.5,0.9407512179789406,0.9389978213507625,0.9444444444444444,54
0,0.8695652173913044,0.7692307692307693,1.0,30.0,,,,,0.0,0.0,0.0,9.0,,,,,0.5962962962962963,0,0.0,0.025,0.0,0.4347826086956522,0.38461538461538464,0.5,39,0.7692307692307693,0.7692307692307693,0.7692307692307693,39,grid_search_MLP,"{'mlpc__hidden_layer_sizes': 3, 'mlpc__learning_rate_init': 0.01}",0.0,0.0,0.6688963210702342,0.591715976331361,0.7692307692307693,39
0,0.7547169811320754,0.8695652173913043,0.6666666666666666,30.0,,,,,0.4800000000000001,0.375,0.6666666666666666,9.0,,,,,0.6092592592592593,18,0.25,0.025,0.4800000000000001,0.6173584905660378,0.6222826086956521,0.6666666666666666,39,0.6666666666666666,0.6666666666666666,0.6666666666666666,39,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 6, 'dt__max_features': 7, 'dt__min_samples_split': 30}",0.375,0.6666666666666666,0.6913207547169811,0.7554347826086956,0.6666666666666666,39
0,0.8387096774193549,0.8125,0.8666666666666667,30.0,,,,,0.375,0.42857142857142855,0.3333333333333333,9.0,,,,,0.6370370370370371,12,0.16666666666666666,0.9750000000000001,0.375,0.6068548387096775,0.6205357142857143,0.6,39,0.7435897435897437,0.7435897435897436,0.7435897435897436,39,naive_bayes,{'nb__alpha': 0},0.42857142857142855,0.3333333333333333,0.7316997518610423,0.7239010989010989,0.7435897435897436,39
0,0.9333333333333333,0.9333333333333333,0.9333333333333333,30.0,,,,,0.7777777777777778,0.7777777777777778,0.7777777777777778,9.0,,,,,0.9037037037037037,50,0.6944444444444444,0.025,0.7777777777777778,0.8555555555555556,0.8555555555555556,0.8555555555555556,39,0.8974358974358975,0.8974358974358975,0.8974358974358975,39,logistic_regression,"{'lr__C': 4.281332398719396, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.7777777777777778,0.7777777777777778,0.8974358974358975,0.8974358974358975,0.8974358974358975,39
0,0.8852459016393444,0.8709677419354839,0.9,30.0,,,,,0.5882352941176471,0.625,0.5555555555555556,9.0,,,,,0.8740740740740741,31,0.4305555555555556,0.025,0.5882352941176471,0.7367405978784958,0.747983870967742,0.7277777777777779,39,0.8205128205128205,0.8205128205128205,0.8205128205128205,39,xgboost,,0.625,0.5555555555555556,0.8167049922112604,0.8142059553349876,0.8205128205128205,39
0,0.8275862068965518,0.8571428571428571,0.8,30.0,,,,,0.5,0.45454545454545453,0.5555555555555556,9.0,,,,,0.6962962962962963,22,0.3055555555555556,0.42500000000000004,0.5,0.6637931034482759,0.6558441558441558,0.6777777777777778,39,0.7435897435897437,0.7435897435897436,0.7435897435897436,39,adaboost,,0.45454545454545453,0.5555555555555556,0.7519893899204245,0.7642357642357641,0.7435897435897436,39
0,0.8,0.88,0.7333333333333333,30.0,,,,,0.5217391304347826,0.42857142857142855,0.6666666666666666,9.0,,,,,0.7592592592592593,24,0.3333333333333333,0.07500000000000001,0.5217391304347826,0.6608695652173913,0.6542857142857142,0.7,39,0.717948717948718,0.717948717948718,0.717948717948718,39,gradientboost,,0.42857142857142855,0.6666666666666666,0.7357859531772575,0.7758241758241758,0.717948717948718,39
0,0.8787878787878789,0.8055555555555556,0.9666666666666667,30.0,,,,,0.3333333333333333,0.6666666666666666,0.2222222222222222,9.0,,,,,0.674074074074074,13,0.18055555555555555,0.35000000000000003,0.3333333333333333,0.6060606060606061,0.7361111111111112,0.5944444444444444,39,0.7948717948717948,0.7948717948717948,0.7948717948717948,39,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.6666666666666666,0.2222222222222222,0.752913752913753,0.7735042735042735,0.7948717948717948,39
0,0.8852459016393444,0.8709677419354839,0.9,30.0,,,,,0.5882352941176471,0.625,0.5555555555555556,9.0,,,,,0.8740740740740741,31,0.4305555555555556,0.025,0.5882352941176471,0.7367405978784958,0.747983870967742,0.7277777777777779,39,0.8205128205128205,0.8205128205128205,0.8205128205128205,39,xgboost,,0.625,0.5555555555555556,0.8167049922112604,0.8142059553349876,0.8205128205128205,39
0,0.8275862068965518,0.8571428571428571,0.8,30.0,,,,,0.5,0.45454545454545453,0.5555555555555556,9.0,,,,,0.6962962962962963,22,0.3055555555555556,0.42500000000000004,0.5,0.6637931034482759,0.6558441558441558,0.6777777777777778,39,0.7435897435897437,0.7435897435897436,0.7435897435897436,39,adaboost,,0.45454545454545453,0.5555555555555556,0.7519893899204245,0.7642357642357641,0.7435897435897436,39
0,0.8387096774193549,0.8125,0.8666666666666667,30.0,,,,,0.375,0.42857142857142855,0.3333333333333333,9.0,,,,,0.6351851851851852,12,0.16666666666666666,0.15000000000000002,0.375,0.6068548387096775,0.6205357142857143,0.6,39,0.7435897435897437,0.7435897435897436,0.7435897435897436,39,gradientboost,,0.42857142857142855,0.3333333333333333,0.7316997518610423,0.7239010989010989,0.7435897435897436,39
0,0.8749999999999999,0.8235294117647058,0.9333333333333333,30.0,,,,,0.42857142857142855,0.6,0.3333333333333333,9.0,,,,,0.6370370370370371,18,0.25,0.30000000000000004,0.42857142857142855,0.6517857142857142,0.7117647058823529,0.6333333333333333,39,0.7948717948717948,0.7948717948717948,0.7948717948717948,39,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.6,0.3333333333333333,0.7719780219780219,0.771945701357466,0.7948717948717948,39
0,0.927536231884058,0.8648648648648649,1.0,32.0,,,,,0.0,0.0,0.0,5.0,,,,,0.70625,0,0.0,0.025,0.0,0.463768115942029,0.43243243243243246,0.5,37,0.8648648648648649,0.8648648648648649,0.8648648648648649,37,grid_search_MLP,"{'mlpc__hidden_layer_sizes': 3, 'mlpc__learning_rate_init': 0.01}",0.0,0.0,0.8021934978456717,0.747991234477721,0.8648648648648649,37
0,0.955223880597015,0.9142857142857143,1.0,32.0,,,,,0.5714285714285715,1.0,0.4,5.0,,,,,0.6249999999999999,16,0.4,0.375,0.5714285714285715,0.7633262260127933,0.9571428571428571,0.7,37,0.918918918918919,0.918918918918919,0.918918918918919,37,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 3, 'dt__max_features': None, 'dt__min_samples_split': 30}",1.0,0.4,0.9033596496283065,0.9258687258687257,0.918918918918919,37
0,0.90625,0.90625,0.90625,32.0,,,,,0.4000000000000001,0.4,0.4,5.0,,,,,0.7875,7,0.175,0.9750000000000001,0.4000000000000001,0.6531250000000001,0.653125,0.653125,37,0.8378378378378378,0.8378378378378378,0.8378378378378378,37,naive_bayes,{'nb__alpha': 0.75},0.4,0.4,0.8378378378378378,0.8378378378378378,0.8378378378378378,37
0,0.9375,0.9375,0.9375,32.0,,,,,0.6,0.6,0.6,5.0,,,,,0.825,18,0.45,0.325,0.6,0.76875,0.76875,0.76875,37,0.8918918918918919,0.8918918918918919,0.8918918918918919,37,logistic_regression,"{'lr__C': 0.615848211066026, 'lr__penalty': 'l2', 'lr__solver': 'liblinear'}",0.6,0.6,0.8918918918918919,0.8918918918918919,0.8918918918918919,37
0,0.9032258064516129,0.9333333333333333,0.875,32.0,,,,,0.5,0.42857142857142855,0.6,5.0,,,,,0.7000000000000001,12,0.3,0.1,0.5,0.7016129032258065,0.680952380952381,0.7375,37,0.8378378378378378,0.8378378378378378,0.8378378378378378,37,xgboost,,0.42857142857142855,0.6,0.8487358326068003,0.8651222651222652,0.8378378378378378,37
0,0.9411764705882353,0.8888888888888888,1.0,32.0,,,,,0.33333333333333337,1.0,0.2,5.0,,,,,0.5687500000000001,8,0.2,0.5,0.33333333333333337,0.6372549019607843,0.9444444444444444,0.6,37,0.8918918918918919,0.8918918918918919,0.8918918918918919,37,adaboost,,1.0,0.2,0.8590355060943297,0.9039039039039038,0.8918918918918919,37
0,0.927536231884058,0.8648648648648649,1.0,32.0,,,,,0.0,0.0,0.0,5.0,,,,,0.53125,0,0.0,0.225,0.0,0.463768115942029,0.43243243243243246,0.5,37,0.8648648648648649,0.8648648648648649,0.8648648648648649,37,gradientboost,,0.0,0.0,0.8021934978456717,0.747991234477721,0.8648648648648649,37
0,0.955223880597015,0.9142857142857143,1.0,32.0,,,,,0.5714285714285715,1.0,0.4,5.0,,,,,0.7749999999999999,16,0.4,0.42500000000000004,0.5714285714285715,0.7633262260127933,0.9571428571428571,0.7,37,0.918918918918919,0.918918918918919,0.918918918918919,37,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",1.0,0.4,0.9033596496283065,0.9258687258687257,0.918918918918919,37
0,0.9555555555555556,0.9148936170212766,1.0,43.0,,,,,0.0,0.0,0.0,4.0,,,,,0.6279069767441859,0,0.0,0.025,0.0,0.4777777777777778,0.4574468085106383,0.5,47,0.9148936170212766,0.9148936170212766,0.9148936170212766,47,grid_search_MLP,"{'mlpc__hidden_layer_sizes': 3, 'mlpc__learning_rate_init': 0.01}",0.0,0.0,0.8742316784869977,0.8370303304662744,0.9148936170212766,47
0,0.9438202247191011,0.9130434782608695,0.9767441860465116,43.0,,,,,0.0,0.0,0.0,4.0,,,,,0.811046511627907,-3,-0.09375,0.9,0.0,0.47191011235955055,0.45652173913043476,0.4883720930232558,47,0.8936170212765957,0.8936170212765957,0.8936170212765957,47,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 3, 'dt__max_features': None, 'dt__min_samples_split': 30}",0.0,0.0,0.8634950992110926,0.8353376503237743,0.8936170212765957,47
0,0.8888888888888888,0.9473684210526315,0.8372093023255814,43.0,,,,,0.30769230769230765,0.2222222222222222,0.5,4.0,,,,,0.686046511627907,-5,-0.15625,0.65,0.30769230769230765,0.5982905982905983,0.5847953216374269,0.6686046511627908,47,0.8085106382978723,0.8085106382978723,0.8085106382978723,47,naive_bayes,{'nb__alpha': 0.75},0.2222222222222222,0.5,0.8394253500636479,0.8856538509394052,0.8085106382978723,47
0,0.9555555555555556,0.9148936170212766,1.0,43.0,,,,,0.0,0.0,0.0,4.0,,,,,0.7616279069767442,0,0.0,0.7250000000000001,0.0,0.4777777777777778,0.4574468085106383,0.5,47,0.9148936170212766,0.9148936170212766,0.9148936170212766,47,logistic_regression,"{'lr__C': 0.615848211066026, 'lr__penalty': 'l2', 'lr__solver': 'liblinear'}",0.0,0.0,0.8742316784869977,0.8370303304662744,0.9148936170212766,47
0,0.9,0.972972972972973,0.8372093023255814,43.0,,,,,0.4285714285714285,0.3,0.75,4.0,,,,,0.8372093023255813,3,0.09375,0.225,0.4285714285714285,0.6642857142857143,0.6364864864864865,0.7936046511627908,47,0.8297872340425532,0.8297872340425532,0.8297872340425532,47,xgboost,,0.3,0.75,0.8598784194528876,0.9156986774008051,0.8297872340425532,47
0,0.9411764705882352,0.9523809523809523,0.9302325581395349,43.0,,,,,0.4444444444444445,0.4,0.5,4.0,,,,,0.8430232558139534,7,0.21875,0.525,0.4444444444444445,0.6928104575163399,0.6761904761904762,0.7151162790697674,47,0.8936170212765957,0.8936170212765957,0.8936170212765957,47,adaboost,,0.4,0.5,0.8989014045334444,0.905369807497467,0.8936170212765957,47
0,0.9555555555555556,0.9148936170212766,1.0,43.0,,,,,0.0,0.0,0.0,4.0,,,,,0.6744186046511628,0,0.0,0.47500000000000003,0.0,0.4777777777777778,0.4574468085106383,0.5,47,0.9148936170212766,0.9148936170212766,0.9148936170212766,47,gradientboost,,0.0,0.0,0.8742316784869977,0.8370303304662744,0.9148936170212766,47
0,0.9285714285714286,0.9512195121951219,0.9069767441860465,43.0,,,,,0.4,0.3333333333333333,0.5,4.0,,,,,0.7616279069767442,4,0.125,0.30000000000000004,0.4,0.6642857142857144,0.6422764227642276,0.7034883720930232,47,0.8723404255319149,0.8723404255319149,0.8723404255319149,47,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.3333333333333333,0.5,0.8835866261398178,0.8986334544196506,0.8723404255319149,47
