ID,Year_Birth,Income,Kidhome,Teenhome,num_days_customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Edu_Basic,Edu_Graduation,Edu_Master,Edu_PhD,mar_status_Married,mar_status_Single,mar_status_Together,mar_status_Widow
8235,0.2857142857142847,0.6486364400369778,0.0,0.5,0.22317596566523612,0.08080808080808081,0.28667113194909577,0.15075376884422112,0.218144750254842,0.3088803088803089,0.15151515151515152,0.24497991967871482,0.15384615384615385,0.5454545454545454,0.4545454545454546,0.7272727272727273,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2634,0.6964285714285765,0.09615303807042609,0.5,0.0,0.10300429184549342,0.10101010101010102,0.003348961821835231,0.035175879396984924,0.03160040774719674,0.05791505791505792,0.020202020202020204,0.028112449799196783,0.23076923076923078,0.18181818181818182,0.09090909090909091,0.09090909090909088,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7514,0.2857142857142847,0.4920791663164972,0.5,0.5,0.5164520743919887,0.7474747474747475,0.05626255860683188,0.05025125628140704,0.03465851172273191,0.04247104247104247,0.05050505050505051,0.11244979919678713,0.3076923076923077,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2964,0.7321428571428612,0.20350449617614924,0.0,0.0,0.36623748211731044,0.0,0.0020093770931011385,0.05025125628140704,0.00815494393476045,0.011583011583011584,0.08080808080808081,0.1285140562248996,0.07692307692307693,0.09090909090909091,0.09090909090909091,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
9617,0.1964285714285765,0.079134801243802,0.0,0.0,0.10586552217453482,0.37373737373737376,0.0,0.020100502512562814,0.0050968399592252805,0.02316602316602317,0.0,0.01606425702811245,0.07692307692307693,0.09090909090909091,0.0,0.09090909090909088,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2541,0.6428571428571459,0.1736175308849483,0.5,0.0,0.5507868383404864,0.07070707070707072,0.009377093101138647,0.035175879396984924,0.011213047910295617,0.04247104247104247,0.0,0.020080321285140562,0.15384615384615385,0.18181818181818182,0.0,0.09090909090909088,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7706,0.625,0.41255567694764267,0.0,0.5,0.8569384835479257,0.888888888888889,0.23442732752846618,0.5226130653266332,0.1926605504587156,0.7606177606177607,0.7626262626262627,0.2289156626506024,0.46153846153846156,1.0,0.7272727272727273,0.27272727272727276,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8461,0.3928571428571459,0.40551727035885365,1.0,0.5,0.15879828326180245,0.030303030303030304,0.009377093101138647,0.0,0.0010193679918450561,0.0,0.0,0.004016064257028112,0.07692307692307693,0.09090909090909091,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2337,0.5535714285714306,0.23446298008235988,0.5,0.0,0.3547925608011444,0.7777777777777778,0.006028131279303415,0.005025125628140704,0.02446483180428135,0.007722007722007722,0.005050505050505051,0.008032128514056224,0.23076923076923078,0.2727272727272727,0.0,0.09090909090909088,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7476,0.4285714285714306,0.5932431296747626,0.0,0.5,0.8211731044349069,0.9393939393939394,0.6215673141326189,0.3165829145728643,0.2589194699286443,0.0,0.06060606060606061,0.048192771084337345,0.3076923076923077,0.4545454545454546,0.36363636363636365,0.7272727272727273,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5313,0.5535714285714306,0.3224640726111438,0.5,0.5,0.10300429184549342,0.20202020202020204,0.020093770931011386,0.0,0.011213047910295617,0.0,0.0,0.012048192771084336,0.23076923076923078,0.18181818181818182,0.0,0.18181818181818182,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8414,0.3928571428571459,0.27228128414152447,0.0,0.5,0.45207439198855504,0.7676767676767677,0.03750837240455459,0.0,0.012232415902140675,0.0,0.0,0.07228915662650602,0.15384615384615385,0.18181818181818182,0.0,0.18181818181818182,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2948,0.25,0.579218841919489,0.0,0.5,0.1716738197424892,0.7676767676767677,0.0696584058941728,0.06030150753768844,0.0489296636085627,0.015444015444015444,0.06060606060606061,0.020080321285140562,0.07692307692307693,0.18181818181818182,0.18181818181818182,0.27272727272727276,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2895,0.4107142857142847,0.4462559878981427,0.0,0.5,0.3562231759656651,0.797979797979798,0.0696584058941728,0.005025125628140704,0.05504587155963303,0.0501930501930502,0.045454545454545456,0.056224899598393566,0.15384615384615385,0.2727272727272727,0.09090909090909091,0.27272727272727276,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
590,0.5357142857142847,0.746690898394823,0.0,0.0,0.792560801144492,0.3535353535353536,0.5465505693235096,0.3316582914572864,0.5596330275229359,0.833976833976834,0.33333333333333337,0.3975903614457831,0.07692307692307693,0.4545454545454546,0.5454545454545454,0.18181818181818182,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5229,0.5178571428571459,0.4898730985797126,0.0,0.5,0.19027181688125872,0.8181818181818182,0.020093770931011386,0.005025125628140704,0.00815494393476045,0.0,0.0,0.012048192771084336,0.07692307692307693,0.09090909090909091,0.0,0.09090909090909088,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10157,0.4464285714285765,0.5482183376754349,0.0,0.5,0.22174535050071542,0.787878787878788,0.05961152042866711,0.07537688442211056,0.09072375127421,0.1312741312741313,0.21212121212121213,0.020080321285140562,0.07692307692307693,0.36363636363636365,0.09090909090909091,0.3636363636363636,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
10680,0.8214285714285765,0.27034834860072277,0.5,0.0,0.2060085836909873,0.7171717171717172,0.030140656396517078,0.0,0.0163098878695209,0.007722007722007722,0.005050505050505051,0.024096385542168672,0.07692307692307693,0.2727272727272727,0.0,0.09090909090909088,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2004,0.5178571428571459,0.6847109000756366,0.0,0.5,0.40629470672389134,0.6565656565656566,0.4146014735432016,0.271356783919598,0.2650356778797146,0.49034749034749037,0.27272727272727276,0.21686746987951805,0.07692307692307693,0.36363636363636365,0.6363636363636364,0.27272727272727276,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7494,0.1785714285714306,0.37159635263467516,0.5,0.5,0.7496423462088697,0.11111111111111112,0.13998660415271266,0.0,0.040774719673802244,0.011583011583011584,0.010101010101010102,0.06024096385542168,0.3076923076923077,0.5454545454545454,0.09090909090909091,0.18181818181818182,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10854,0.5357142857142847,0.32936591310194135,0.5,0.5,0.05293276108726763,0.9090909090909092,0.01942397856664434,0.0,0.014271151885830786,0.0,0.0,0.008032128514056224,0.15384615384615385,0.18181818181818182,0.0,0.09090909090909088,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9347,0.2857142857142847,0.4563723842339692,0.0,0.5,0.5336194563662375,0.494949494949495,0.020763563295378432,0.0,0.007135575942915393,0.007722007722007722,0.0,0.024096385542168672,0.07692307692307693,0.09090909090909091,0.0,0.09090909090909088,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
10133,0.5357142857142847,0.9064837381292545,0.0,0.0,0.19599427753934195,0.16161616161616163,0.8720696584058941,0.3417085427135678,0.7451580020387361,0.34362934362934366,0.5757575757575758,0.18072289156626503,0.0,0.5454545454545454,0.6363636363636364,0.909090909090909,0.2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6320,0.6428571428571459,0.6659488192285066,0.0,0.0,0.7267525035765381,0.42424242424242425,0.5144005358338914,0.22110552763819097,0.5718654434250765,0.2972972972972973,0.22222222222222224,0.056224899598393566,0.07692307692307693,0.5454545454545454,0.5454545454545454,0.7272727272727273,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7617,0.6071428571428612,0.36634381040423564,0.5,0.5,0.45493562231759643,0.8383838383838385,0.044876088412592094,0.02512562814070352,0.06218144750254843,0.011583011583011584,0.04040404040404041,0.07630522088353413,0.38461538461538464,0.18181818181818182,0.09090909090909091,0.27272727272727276,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4333,0.25,0.2588873014539037,0.5,0.5,0.14020028612303292,0.7676767676767677,0.027461486939048894,0.0,0.010193679918450561,0.0,0.0,0.012048192771084336,0.3076923076923077,0.18181818181818182,0.09090909090909091,0.09090909090909088,0.7000000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9298,0.125,0.7781536263551558,0.0,0.0,0.08869814020028599,0.8989898989898991,0.8385800401875418,0.0,0.47400611620795113,0.1776061776061776,0.1767676767676768,0.0,0.07692307692307693,0.36363636363636365,0.4545454545454546,0.5454545454545454,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5610,0.4464285714285765,0.272669972266577,0.5,0.5,0.09871244635193133,0.5858585858585859,0.004688546550569324,0.01507537688442211,0.010193679918450561,0.03088803088803089,0.005050505050505051,0.028112449799196783,0.15384615384615385,0.09090909090909091,0.0,0.09090909090909088,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7527,0.5,0.17068661232036303,0.5,0.0,0.836909871244635,0.9797979797979799,0.004018754186202277,0.03015075376884422,0.029561671763506627,0.04633204633204634,0.07575757575757576,0.0321285140562249,0.23076923076923078,0.18181818181818182,0.09090909090909091,0.09090909090909088,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2304,0.4107142857142847,0.6178355323976804,0.0,0.5,0.40915593705293274,0.8686868686868687,0.4186202277294039,0.035175879396984924,0.10091743119266056,0.03861003861003861,0.11111111111111112,0.028112449799196783,0.15384615384615385,0.5454545454545454,0.2727272727272727,0.909090909090909,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6201,0.6785714285714306,0.32715984536515674,0.5,0.5,0.3032904148783975,0.4545454545454546,0.014735432016075016,0.010050251256281407,0.014271151885830786,0.0,0.005050505050505051,0.040160642570281124,0.15384615384615385,0.18181818181818182,0.0,0.09090909090909088,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11075,0.6785714285714306,0.45977603159929403,0.5,0.5,0.3476394849785409,0.37373737373737376,0.12257200267916946,0.010050251256281407,0.0652395514780836,0.02702702702702703,0.010101010101010102,0.048192771084337345,0.3076923076923077,0.2727272727272727,0.2727272727272727,0.27272727272727276,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2066,0.1607142857142847,0.32905076056811494,0.0,0.5,0.955650929899857,0.5656565656565657,0.04688546550569323,0.0,0.011213047910295617,0.007722007722007722,0.04040404040404041,0.09236947791164658,0.07692307692307693,0.18181818181818182,0.09090909090909091,0.09090909090909088,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
832,0.4642857142857153,0.6125934952517018,0.0,0.5,0.1702432045779685,0.9090909090909092,0.3757535164099129,0.07035175879396985,0.11518858307849135,0.03861003861003861,0.07070707070707072,0.14056224899598393,0.23076923076923078,0.7272727272727273,0.18181818181818182,0.7272727272727273,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4654,0.9285714285714306,0.7102907807378771,0.0,0.0,0.3347639484978542,0.4040404040404041,0.3824514400535834,0.06030150753768844,0.5331294597349644,0.24324324324324326,0.30303030303030304,0.09638554216867469,0.07692307692307693,0.2727272727272727,0.9090909090909092,0.27272727272727276,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1829,0.375,0.49856080342885956,0.0,0.5,0.7525035765379111,0.5555555555555556,0.768921634293369,0.0,0.06116207951070337,0.0,0.0,0.09638554216867469,0.23076923076923078,0.8181818181818182,0.4545454545454546,0.18181818181818182,0.7000000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4328,0.8214285714285765,0.1518509958820069,0.5,0.0,0.4220314735336195,0.8181818181818182,0.003348961821835231,0.005025125628140704,0.007135575942915393,0.06563706563706564,0.07070707070707072,0.04417670682730923,0.15384615384615385,0.18181818181818182,0.09090909090909091,0.09090909090909088,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9010,0.5714285714285765,0.7947201445499621,0.0,0.0,0.7210300429184548,0.8080808080808082,0.6483590087073007,0.7386934673366834,0.8583078491335373,0.528957528957529,0.21212121212121213,0.8433734939759036,0.07692307692307693,0.4545454545454546,0.6363636363636364,0.7272727272727273,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9988,0.6428571428571459,0.6605492058156147,0.0,0.5,0.6909871244635193,0.8484848484848485,0.3703951774949765,0.12562814070351758,0.14475025484199797,0.25096525096525096,0.3383838383838384,0.0321285140562249,0.23076923076923078,0.5454545454545454,0.2727272727272727,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4543,0.7142857142857153,0.7878498193125473,0.0,0.0,0.8669527896995706,0.32323232323232326,0.5204286671131949,0.6482412060301508,0.5840978593272171,0.833976833976834,0.10606060606060606,0.8152610441767068,0.07692307692307693,0.18181818181818182,0.6363636363636364,0.6363636363636365,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1518,0.4464285714285765,0.5798176317337591,0.5,0.5,0.5393419170243203,0.29292929292929293,0.25385130609511053,0.03015075376884422,0.16004077471967382,0.09652509652509653,0.4595959595959596,0.3654618473895582,0.38461538461538464,0.8181818181818182,0.2727272727272727,0.45454545454545453,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7516,0.7678571428571459,0.23737288847802335,0.5,0.0,0.05436337625178833,0.30303030303030304,0.003348961821835231,0.01507537688442211,0.011213047910295617,0.04633204633204634,0.025252525252525256,0.03614457831325301,0.07692307692307693,0.18181818181818182,0.0,0.09090909090909088,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1379,0.9285714285714306,0.36946382048911675,0.0,0.0,0.6123032904148782,0.12121212121212122,0.10314802411252512,0.010050251256281407,0.04689092762487258,0.07722007722007722,0.020202020202020204,0.06024096385542168,0.07692307692307693,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1361,0.6071428571428612,0.7887637616606438,0.0,0.0,0.5579399141630903,0.26262626262626265,0.7206965840589417,0.3417085427135678,0.10499490316004079,0.11196911196911197,0.4595959595959596,0.2730923694779116,0.07692307692307693,0.2727272727272727,0.36363636363636365,0.5454545454545454,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4706,0.4642857142857153,0.2857803176737541,0.0,0.5,0.6123032904148782,0.6565656565656566,0.01942397856664434,0.0,0.0050968399592252805,0.0,0.005050505050505051,0.020080321285140562,0.07692307692307693,0.09090909090909091,0.0,0.09090909090909088,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6609,0.4642857142857153,0.20524834019665517,0.0,0.0,0.9284692417739628,0.6464646464646465,0.0006697923643670462,0.1306532663316583,0.025484199796126403,0.06563706563706564,0.11616161616161617,0.06024096385542168,0.07692307692307693,0.2727272727272727,0.0,0.09090909090909088,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10913,0.7857142857142847,0.2509139423480965,0.5,0.0,0.8168812589413448,0.5656565656565657,0.0020093770931011385,0.010050251256281407,0.012232415902140675,0.0,0.005050505050505051,0.03614457831325301,0.07692307692307693,0.09090909090909091,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5080,0.9464285714285765,0.6619778973022943,0.0,0.0,0.3590844062947065,0.12121212121212122,0.2813127930341594,0.0,0.4607543323139654,0.7027027027027027,0.32323232323232326,0.5622489959839357,0.07692307692307693,0.5454545454545454,0.5454545454545454,0.18181818181818182,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7381,0.5,0.7163732246407261,0.0,0.0,0.8154506437768241,0.10101010101010102,0.5338245144005358,0.7688442211055276,0.29867482161060144,0.277992277992278,0.48989898989898994,0.12048192771084336,0.07692307692307693,1.0,0.36363636363636365,0.3636363636363636,0.4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,0.4107142857142847,0.2737835112194302,0.5,1.0,0.005722460658082795,0.33333333333333337,0.01406563965170797,0.06030150753768844,0.012232415902140675,0.0,0.015151515151515152,0.012048192771084336,0.23076923076923078,0.18181818181818182,0.0,0.18181818181818182,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8234,0.5892857142857153,0.20684511303470882,0.5,0.0,0.45493562231759643,0.13131313131313133,0.0006697923643670462,0.03015075376884422,0.007135575942915393,0.0,0.005050505050505051,0.012048192771084336,0.07692307692307693,0.09090909090909091,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7788,0.7678571428571459,0.16845953441465666,0.5,0.0,0.03576537911301836,0.5353535353535354,0.004018754186202277,0.0,0.0030581039755351687,0.0,0.0,0.004016064257028112,0.07692307692307693,0.0,0.0,0.09090909090909088,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2453,0.3571428571428612,0.5810047062778384,0.0,0.5,0.9542203147353363,0.8383838383838385,0.3523107836570663,0.1407035175879397,0.13761467889908258,0.03861003861003861,0.10606060606060606,0.3975903614457831,0.23076923076923078,0.4545454545454546,0.2727272727272727,0.909090909090909,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1176,0.5892857142857153,0.19673922178334313,0.5,0.0,0.4005722460658081,0.5050505050505051,0.0013395847287340924,0.03015075376884422,0.004077471967380225,0.011583011583011584,0.005050505050505051,0.03614457831325301,0.07692307692307693,0.09090909090909091,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7042,0.7678571428571459,0.30769392385914784,0.0,0.0,0.6938483547925607,0.14141414141414144,0.0020093770931011385,0.01507537688442211,0.014271151885830786,0.05791505791505792,0.10606060606060606,0.040160642570281124,0.07692307692307693,0.18181818181818182,0.09090909090909091,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2371,0.5714285714285765,0.27441381628708295,0.5,0.5,0.6323319027181689,0.22222222222222224,0.026121902210314803,0.005025125628140704,0.022426095820591234,0.011583011583011584,0.020202020202020204,0.048192771084337345,0.23076923076923078,0.18181818181818182,0.0,0.18181818181818182,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
